date,loading_port,discharge_port,cargo_type,vessel_class,quantity_mt,distance_nm,sea_days,port_days,total_voyage_days,bdi,bunker_price,iron_ore_price,coking_coal_price,thermal_coal_price,steel_hrc_price,port_congestion,month,quarter,day_of_year,is_monsoon,freight_rate
2023-11-19,Samarinda,Haldia,Thermal Coal,Supramax,51098,3250,9.9,7.2,17.1,1627.8,672.8,129.45,252.8,99.24,595.82,16.2,11,4,323,0,13.62
2023-11-19,Samarinda,Haldia,Thermal Coal,Panamax,74290,3250,9.7,7.8,17.5,1627.8,672.8,129.45,252.8,99.24,595.82,16.2,11,4,323,0,18.28
2023-11-19,Tubarao,Paradip,Iron Ore,Supramax,60116,9200,27.4,5.0,32.4,1627.8,672.8,129.45,252.8,99.24,595.82,38.0,11,4,323,0,16.51
2023-11-19,Tubarao,Paradip,Iron Ore,Panamax,70972,9200,28.1,6.8,35.0,1627.8,672.8,129.45,252.8,99.24,595.82,38.0,11,4,323,0,21.56
2023-11-19,Vostochny,Haldia,Coking Coal,Supramax,59182,4700,13.7,9.2,22.8,1627.8,672.8,129.45,252.8,99.24,595.82,16.2,11,4,323,0,15.61
2023-11-19,Vostochny,Haldia,Thermal Coal,Supramax,44051,4700,14.1,7.3,21.4,1627.8,672.8,129.45,252.8,99.24,595.82,16.2,11,4,323,0,14.52
2023-11-19,Vostochny,Haldia,Thermal Coal,Handysize,25270,4700,14.4,6.1,20.5,1627.8,672.8,129.45,252.8,99.24,595.82,16.2,11,4,323,0,12.21
2023-11-19,Vostochny,Paradip,Thermal Coal,Handysize,23617,4600,14.2,4.7,18.9,1627.8,672.8,129.45,252.8,99.24,595.82,38.0,11,4,323,0,12.17
2023-11-19,Vostochny,Visakhapatnam,Coking Coal,Handysize,26002,4800,14.9,5.7,20.8,1627.8,672.8,129.45,252.8,99.24,595.82,43.5,11,4,323,0,13.71
2023-11-19,Vostochny,Visakhapatnam,Thermal Coal,Panamax,68690,4800,14.1,8.3,22.4,1627.8,672.8,129.45,252.8,99.24,595.82,43.5,11,4,323,0,19.51
2023-11-19,Vostochny,Visakhapatnam,Thermal Coal,Supramax,47697,4800,14.0,6.7,21.0,1627.8,672.8,129.45,252.8,99.24,595.82,43.5,11,4,323,0,14.28
2023-11-19,Vostochny,Visakhapatnam,Thermal Coal,Capesize,161895,4800,13.6,10.6,24.3,1627.8,672.8,129.45,252.8,99.24,595.82,43.5,11,4,323,0,32.18
2023-11-20,Beira,Visakhapatnam,Coking Coal,Handysize,17963,4000,12.8,5.2,17.9,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,13.98
2023-11-20,Hampton Roads,Haldia,Coking Coal,Handysize,15394,10000,31.1,5.1,36.3,1625.3,669.5,130.71,251.35,99.08,602.63,0.0,11,4,324,0,18.5
2023-11-20,Hampton Roads,Visakhapatnam,Coking Coal,Supramax,44993,9600,27.8,6.2,34.1,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,21.51
2023-11-20,Hampton Roads,Visakhapatnam,Thermal Coal,Panamax,79941,9600,29.3,7.1,36.4,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,25.86
2023-11-20,Hay Point,Paradip,Coking Coal,Handysize,14347,5400,16.5,6.3,22.8,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,15.47
2023-11-20,Hay Point,Paradip,Coking Coal,Supramax,51456,5400,15.2,6.5,21.7,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,18.47
2023-11-20,Hay Point,Paradip,Coking Coal,Panamax,68000,5400,16.3,7.5,23.8,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,23.58
2023-11-20,Hay Point,Visakhapatnam,Coking Coal,Panamax,57545,5250,16.0,6.2,22.2,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,23.96
2023-11-20,Muara Berau,Haldia,Thermal Coal,Supramax,61160,3350,10.0,8.4,18.4,1625.3,669.5,130.71,251.35,99.08,602.63,0.0,11,4,324,0,16.33
2023-11-20,Muara Berau,Haldia,Thermal Coal,Panamax,69916,3350,10.1,9.7,19.8,1625.3,669.5,130.71,251.35,99.08,602.63,0.0,11,4,324,0,21.45
2023-11-20,Muara Berau,Paradip,Thermal Coal,Supramax,46605,3200,9.7,7.3,17.0,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,16.05
2023-11-20,Muara Berau,Paradip,Thermal Coal,Panamax,70826,3200,9.3,6.8,16.1,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,21.4
2023-11-20,Muara Berau,Visakhapatnam,Thermal Coal,Supramax,47476,3000,8.7,5.1,13.7,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,16.43
2023-11-20,Nacala,Paradip,Thermal Coal,Panamax,57262,3900,11.9,6.3,18.2,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,21.45
2023-11-20,Nacala,Paradip,Thermal Coal,Supramax,46376,3900,11.6,6.5,18.1,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,16.63
2023-11-20,Nacala,Paradip,Coking Coal,Handysize,23958,3900,12.0,6.7,18.6,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,14.11
2023-11-20,Nacala,Paradip,Coking Coal,Panamax,60340,3900,11.7,7.2,19.0,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,21.85
2023-11-20,Nacala,Visakhapatnam,Thermal Coal,Supramax,46734,3700,10.8,5.6,16.5,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,16.33
2023-11-20,Nacala,Visakhapatnam,Thermal Coal,Handysize,17695,3700,11.3,4.9,16.2,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,12.75
2023-11-20,Nacala,Visakhapatnam,Thermal Coal,Capesize,134284,3700,10.5,7.5,18.0,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,25.85
2023-11-20,Nacala,Visakhapatnam,Coking Coal,Capesize,167783,3700,10.4,11.4,21.8,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,26.37
2023-11-20,Newcastle,Haldia,Thermal Coal,Panamax,75981,5900,17.6,9.7,27.3,1625.3,669.5,130.71,251.35,99.08,602.63,0.0,11,4,324,0,23.01
2023-11-20,Newcastle,Haldia,Coking Coal,Panamax,72401,5900,17.0,10.3,27.3,1625.3,669.5,130.71,251.35,99.08,602.63,0.0,11,4,324,0,23.4
2023-11-20,Newcastle,Paradip,Coking Coal,Supramax,49471,5800,18.0,5.9,24.0,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,18.92
2023-11-20,Newcastle,Paradip,Coking Coal,Capesize,140795,5800,16.6,9.2,25.8,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,28.22
2023-11-20,Newcastle,Paradip,Thermal Coal,Capesize,184151,5800,16.3,10.7,27.0,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,26.52
2023-11-20,Newcastle,Paradip,Coking Coal,Panamax,56894,5800,17.3,6.1,23.3,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,23.65
2023-11-20,Newcastle,Visakhapatnam,Thermal Coal,Capesize,155924,5650,15.7,11.0,26.7,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,27.16
2023-11-20,Port Hedland,Dhamra,Iron Ore,Capesize,138477,4300,12.6,7.5,20.1,1625.3,669.5,130.71,251.35,99.08,602.63,18.7,11,4,324,0,25.45
2023-11-20,Port Hedland,Dhamra,Iron Ore,Panamax,61211,4300,13.0,7.7,20.7,1625.3,669.5,130.71,251.35,99.08,602.63,18.7,11,4,324,0,20.97
2023-11-20,Port Hedland,Dhamra,Iron Ore,Handysize,16647,4300,13.6,4.5,18.2,1625.3,669.5,130.71,251.35,99.08,602.63,18.7,11,4,324,0,12.98
2023-11-20,Port Hedland,Gangavaram,Iron Ore,Handysize,32937,4550,14.1,5.1,19.2,1625.3,669.5,130.71,251.35,99.08,602.63,23.9,11,4,324,0,13.13
2023-11-20,Port Hedland,Paradip,Iron Ore,Panamax,56899,4250,12.3,5.5,17.7,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,21.03
2023-11-20,Port Hedland,Paradip,Iron Ore,Supramax,57194,4250,12.1,8.0,20.0,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,16.31
2023-11-20,Richards Bay,Haldia,Thermal Coal,Panamax,56404,5100,15.0,9.0,24.0,1625.3,669.5,130.71,251.35,99.08,602.63,0.0,11,4,324,0,22.47
2023-11-20,Richards Bay,Paradip,Thermal Coal,Supramax,54212,4800,14.9,5.2,20.1,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,17.11
2023-11-20,Richards Bay,Visakhapatnam,Chrome Ore,Capesize,186544,4600,13.2,11.8,25.0,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,28.4
2023-11-20,Richards Bay,Visakhapatnam,Thermal Coal,Handysize,18916,4600,14.0,5.3,19.3,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,13.92
2023-11-20,Saldanha Bay,Paradip,Iron Ore,Capesize,150920,5600,16.2,9.3,25.5,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,26.46
2023-11-20,Saldanha Bay,Paradip,Manganese Ore,Panamax,56281,5600,16.5,6.0,22.5,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,24.3
2023-11-20,Saldanha Bay,Paradip,Manganese Ore,Capesize,198695,5600,16.0,12.3,28.3,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,28.77
2023-11-20,Saldanha Bay,Visakhapatnam,Iron Ore,Panamax,66482,5400,16.6,7.0,23.7,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,21.79
2023-11-20,Saldanha Bay,Visakhapatnam,Manganese Ore,Capesize,160001,5400,16.0,9.9,25.9,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,28.82
2023-11-20,Saldanha Bay,Visakhapatnam,Iron Ore,Supramax,43985,5400,16.4,6.3,22.7,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,17.16
2023-11-20,Saldanha Bay,Visakhapatnam,Manganese Ore,Panamax,70452,5400,15.6,6.5,22.1,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,24.05
2023-11-20,Samarinda,Paradip,Thermal Coal,Panamax,75320,3100,9.1,6.5,15.6,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,21.02
2023-11-20,Tubarao,Visakhapatnam,Iron Ore,Supramax,43406,9000,26.9,8.2,35.1,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,19.13
2023-11-20,Tubarao,Visakhapatnam,Iron Ore,Capesize,180716,9000,25.3,10.0,35.3,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,28.65
2023-11-20,Vostochny,Haldia,Coking Coal,Handysize,31375,4700,14.9,6.5,21.4,1625.3,669.5,130.71,251.35,99.08,602.63,0.0,11,4,324,0,14.63
2023-11-20,Vostochny,Paradip,Coking Coal,Handysize,25086,4600,14.1,4.4,18.5,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,14.65
2023-11-20,Vostochny,Paradip,Coking Coal,Supramax,55055,4600,13.5,6.8,20.3,1625.3,669.5,130.71,251.35,99.08,602.63,38.1,11,4,324,0,17.95
2023-11-20,Vostochny,Visakhapatnam,Coking Coal,Capesize,156561,4800,13.8,9.7,23.5,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,27.82
2023-11-20,Vostochny,Visakhapatnam,Thermal Coal,Panamax,69565,4800,14.4,7.2,21.6,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,22.65
2023-11-20,Vostochny,Visakhapatnam,Coking Coal,Panamax,78886,4800,14.0,6.8,20.8,1625.3,669.5,130.71,251.35,99.08,602.63,34.1,11,4,324,0,23.02
2023-11-21,Beira,Visakhapatnam,Coking Coal,Handysize,13599,4000,12.3,3.9,16.2,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,15.04
2023-11-21,Dampier,Visakhapatnam,Iron Ore,Panamax,55874,4450,13.4,5.7,19.2,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,17.08
2023-11-21,Hampton Roads,Haldia,Coking Coal,Panamax,78117,10000,30.6,9.9,40.5,1626.1,668.7,129.6,252.9,99.81,606.13,13.2,11,4,325,0,22.95
2023-11-21,Hampton Roads,Paradip,Coking Coal,Supramax,55077,9800,28.9,6.9,36.1,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,22.17
2023-11-21,Hampton Roads,Visakhapatnam,Thermal Coal,Supramax,53895,9600,28.3,8.0,36.3,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,20.49
2023-11-21,Hampton Roads,Visakhapatnam,Coking Coal,Panamax,57777,9600,28.8,8.1,37.0,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,21.9
2023-11-21,Hampton Roads,Visakhapatnam,Thermal Coal,Handysize,22478,9600,28.8,5.2,34.0,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,17.51
2023-11-21,Hay Point,Visakhapatnam,Coking Coal,Supramax,47460,5250,16.1,5.5,21.6,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,18.84
2023-11-21,Muara Berau,Paradip,Thermal Coal,Panamax,77505,3200,9.4,6.7,16.2,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,16.96
2023-11-21,Muara Berau,Paradip,Thermal Coal,Supramax,54024,3200,9.5,8.0,17.8,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,16.86
2023-11-21,Muara Berau,Paradip,Thermal Coal,Handysize,21262,3200,10.1,4.7,15.0,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,13.34
2023-11-21,Nacala,Paradip,Coking Coal,Panamax,73549,3900,11.6,8.3,20.1,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,18.4
2023-11-21,Nacala,Paradip,Thermal Coal,Supramax,60964,3900,11.4,7.7,19.3,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,16.86
2023-11-21,Nacala,Visakhapatnam,Coking Coal,Capesize,155065,3700,10.5,9.0,19.5,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,27.1
2023-11-21,Newcastle,Haldia,Thermal Coal,Supramax,44372,5900,18.0,8.3,26.3,1626.1,668.7,129.6,252.9,99.81,606.13,13.2,11,4,325,0,18.52
2023-11-21,Newcastle,Paradip,Coking Coal,Handysize,29882,5800,17.4,4.6,22.1,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,15.68
2023-11-21,Newcastle,Paradip,Thermal Coal,Handysize,15477,5800,17.3,5.2,22.8,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,15.3
2023-11-21,Newcastle,Paradip,Coking Coal,Capesize,189325,5800,17.1,9.8,27.2,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,28.62
2023-11-21,Newcastle,Paradip,Coking Coal,Panamax,57667,5800,17.2,5.7,23.3,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,19.6
2023-11-21,Newcastle,Visakhapatnam,Coking Coal,Supramax,56499,5650,16.0,5.2,21.2,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,19.54
2023-11-21,Newcastle,Visakhapatnam,Coking Coal,Panamax,72645,5650,16.6,6.8,23.3,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,19.9
2023-11-21,Port Hedland,Gangavaram,Iron Ore,Handysize,31418,4550,14.2,5.6,19.8,1626.1,668.7,129.6,252.9,99.81,606.13,26.1,11,4,325,0,12.94
2023-11-21,Port Hedland,Paradip,Iron Ore,Panamax,59170,4250,13.1,5.4,18.7,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,17.26
2023-11-21,Port Hedland,Visakhapatnam,Iron Ore,Panamax,63764,4520,13.3,7.9,21.2,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,16.77
2023-11-21,Richards Bay,Gangavaram,Chrome Ore,Capesize,137752,4650,13.2,6.7,20.0,1626.1,668.7,129.6,252.9,99.81,606.13,26.1,11,4,325,0,29.19
2023-11-21,Richards Bay,Gangavaram,Thermal Coal,Panamax,58841,4650,13.9,5.8,19.7,1626.1,668.7,129.6,252.9,99.81,606.13,26.1,11,4,325,0,17.82
2023-11-21,Richards Bay,Gangavaram,Thermal Coal,Capesize,160971,4650,13.4,8.7,22.1,1626.1,668.7,129.6,252.9,99.81,606.13,26.1,11,4,325,0,27.24
2023-11-21,Richards Bay,Gangavaram,Thermal Coal,Handysize,20961,4650,14.3,5.0,19.4,1626.1,668.7,129.6,252.9,99.81,606.13,26.1,11,4,325,0,14.21
2023-11-21,Richards Bay,Gangavaram,Chrome Ore,Panamax,77738,4650,13.6,7.3,20.9,1626.1,668.7,129.6,252.9,99.81,606.13,26.1,11,4,325,0,19.71
2023-11-21,Richards Bay,Gangavaram,Chrome Ore,Supramax,42826,4650,14.1,5.7,19.8,1626.1,668.7,129.6,252.9,99.81,606.13,26.1,11,4,325,0,19.54
2023-11-21,Richards Bay,Gangavaram,Thermal Coal,Supramax,52293,4650,14.0,6.0,20.0,1626.1,668.7,129.6,252.9,99.81,606.13,26.1,11,4,325,0,17.72
2023-11-21,Richards Bay,Haldia,Thermal Coal,Panamax,62333,5100,15.2,8.5,23.7,1626.1,668.7,129.6,252.9,99.81,606.13,13.2,11,4,325,0,18.57
2023-11-21,Richards Bay,Paradip,Thermal Coal,Capesize,191001,4800,13.7,8.6,22.6,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,26.99
2023-11-21,Richards Bay,Visakhapatnam,Thermal Coal,Panamax,57676,4600,13.5,5.2,18.7,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,18.04
2023-11-21,Saldanha Bay,Paradip,Iron Ore,Handysize,26620,5600,17.1,4.3,21.6,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,14.44
2023-11-21,Saldanha Bay,Paradip,Manganese Ore,Capesize,176165,5600,16.2,10.0,26.4,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,28.86
2023-11-21,Saldanha Bay,Visakhapatnam,Iron Ore,Panamax,78574,5400,16.1,6.7,22.7,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,18.1
2023-11-21,Saldanha Bay,Visakhapatnam,Manganese Ore,Supramax,48175,5400,16.5,6.5,22.9,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,19.83
2023-11-21,Saldanha Bay,Visakhapatnam,Iron Ore,Capesize,131217,5400,15.9,9.8,25.7,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,26.67
2023-11-21,Samarinda,Paradip,Thermal Coal,Panamax,61532,3100,9.1,6.8,16.1,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,16.32
2023-11-21,Tubarao,Paradip,Iron Ore,Capesize,175792,9200,26.3,10.5,36.8,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,30.1
2023-11-21,Tubarao,Visakhapatnam,Iron Ore,Capesize,129279,9000,25.8,8.1,33.9,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,29.21
2023-11-21,Tubarao,Visakhapatnam,Iron Ore,Panamax,60893,9000,26.6,6.2,32.7,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,19.83
2023-11-21,Vostochny,Haldia,Coking Coal,Panamax,77292,4700,14.0,10.5,24.5,1626.1,668.7,129.6,252.9,99.81,606.13,13.2,11,4,325,0,18.4
2023-11-21,Vostochny,Paradip,Coking Coal,Capesize,151736,4600,13.7,8.7,22.7,1626.1,668.7,129.6,252.9,99.81,606.13,43.5,11,4,325,0,28.14
2023-11-21,Vostochny,Visakhapatnam,Coking Coal,Capesize,129849,4800,13.9,8.0,21.9,1626.1,668.7,129.6,252.9,99.81,606.13,36.5,11,4,325,0,28.46
2023-11-22,Beira,Visakhapatnam,Coking Coal,Handysize,13496,4000,12.2,4.6,16.8,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,13.4
2023-11-22,Dampier,Paradip,Iron Ore,Capesize,137337,4180,11.9,6.7,18.6,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,26.96
2023-11-22,Dampier,Visakhapatnam,Iron Ore,Handysize,24252,4450,14.1,6.7,20.8,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,12.38
2023-11-22,Dampier,Visakhapatnam,Iron Ore,Capesize,193375,4450,12.7,9.4,22.1,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,26.96
2023-11-22,Hampton Roads,Haldia,Thermal Coal,Handysize,25204,10000,29.7,7.3,37.0,1626.3,668.8,126.79,248.09,100.26,596.93,7.7,11,4,326,0,16.52
2023-11-22,Hampton Roads,Haldia,Coking Coal,Panamax,64854,10000,29.9,8.8,38.7,1626.3,668.8,126.79,248.09,100.26,596.93,7.7,11,4,326,0,24.08
2023-11-22,Hampton Roads,Paradip,Coking Coal,Handysize,21606,9800,29.2,4.2,33.4,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,17.09
2023-11-22,Hampton Roads,Paradip,Coking Coal,Capesize,163201,9800,27.3,9.9,37.2,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,31.69
2023-11-22,Hampton Roads,Paradip,Thermal Coal,Supramax,57636,9800,29.9,6.2,36.1,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,20.92
2023-11-22,Hampton Roads,Paradip,Coking Coal,Panamax,59867,9800,29.5,7.7,37.2,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,23.79
2023-11-22,Hampton Roads,Visakhapatnam,Thermal Coal,Panamax,70649,9600,29.8,5.0,34.8,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,22.52
2023-11-22,Hampton Roads,Visakhapatnam,Coking Coal,Supramax,43017,9600,28.2,6.2,34.4,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,21.64
2023-11-22,Hampton Roads,Visakhapatnam,Coking Coal,Handysize,15705,9600,30.3,7.1,37.4,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,17.09
2023-11-22,Hay Point,Visakhapatnam,Coking Coal,Capesize,170356,5250,15.2,10.9,26.1,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,28.97
2023-11-22,Muara Berau,Haldia,Thermal Coal,Panamax,79762,3350,10.0,11.7,21.8,1626.3,668.8,126.79,248.09,100.26,596.93,7.7,11,4,326,0,18.9
2023-11-22,Muara Berau,Haldia,Thermal Coal,Handysize,28095,3350,10.6,5.8,16.4,1626.3,668.8,126.79,248.09,100.26,596.93,7.7,11,4,326,0,12.01
2023-11-22,Muara Berau,Paradip,Thermal Coal,Supramax,44825,3200,9.2,5.4,14.5,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,16.48
2023-11-22,Muara Berau,Paradip,Thermal Coal,Panamax,63160,3200,9.3,6.8,16.1,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,18.73
2023-11-22,Nacala,Paradip,Coking Coal,Handysize,28646,3900,12.0,7.0,19.1,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,13.62
2023-11-22,Nacala,Paradip,Coking Coal,Capesize,134938,3900,11.0,8.1,19.2,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,28.13
2023-11-22,Nacala,Visakhapatnam,Coking Coal,Capesize,175324,3700,10.3,11.2,21.5,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,27.79
2023-11-22,Nacala,Visakhapatnam,Coking Coal,Supramax,53998,3700,11.0,6.6,17.7,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,17.75
2023-11-22,Nacala,Visakhapatnam,Thermal Coal,Capesize,144164,3700,10.7,9.1,19.8,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,27.18
2023-11-22,Nacala,Visakhapatnam,Coking Coal,Handysize,21636,3700,11.2,6.5,17.7,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,13.69
2023-11-22,Newcastle,Haldia,Thermal Coal,Supramax,50393,5900,18.4,8.2,26.6,1626.3,668.8,126.79,248.09,100.26,596.93,7.7,11,4,326,0,18.34
2023-11-22,Newcastle,Haldia,Thermal Coal,Panamax,75308,5900,17.7,10.8,28.5,1626.3,668.8,126.79,248.09,100.26,596.93,7.7,11,4,326,0,20.21
2023-11-22,Newcastle,Paradip,Thermal Coal,Handysize,31021,5800,18.1,7.1,25.1,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,13.72
2023-11-22,Newcastle,Paradip,Thermal Coal,Supramax,57809,5800,17.4,5.4,22.8,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,17.79
2023-11-22,Newcastle,Paradip,Coking Coal,Handysize,15978,5800,17.8,5.0,22.8,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,14.37
2023-11-22,Newcastle,Paradip,Coking Coal,Supramax,43739,5800,17.8,7.7,25.4,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,18.41
2023-11-22,Newcastle,Paradip,Coking Coal,Panamax,55815,5800,17.7,7.2,24.9,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,21.07
2023-11-22,Newcastle,Paradip,Thermal Coal,Panamax,62051,5800,17.5,5.1,22.6,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,20.11
2023-11-22,Newcastle,Visakhapatnam,Coking Coal,Handysize,18231,5650,17.9,5.4,23.3,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,14.2
2023-11-22,Newcastle,Visakhapatnam,Thermal Coal,Supramax,46239,5650,16.9,6.3,23.3,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,17.62
2023-11-22,Newcastle,Visakhapatnam,Thermal Coal,Capesize,181941,5650,15.6,11.6,27.2,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,28.32
2023-11-22,Newcastle,Visakhapatnam,Thermal Coal,Handysize,26730,5650,17.3,4.0,21.3,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,13.81
2023-11-22,Port Hedland,Dhamra,Iron Ore,Supramax,57143,4300,12.9,6.8,19.7,1626.3,668.8,126.79,248.09,100.26,596.93,20.4,11,4,326,0,16.19
2023-11-22,Port Hedland,Paradip,Iron Ore,Supramax,49266,4250,12.7,6.4,19.1,1626.3,668.8,126.79,248.09,100.26,596.93,36.8,11,4,326,0,16.86
2023-11-22,Port Hedland,Visakhapatnam,Iron Ore,Panamax,77719,4520,13.8,7.7,21.5,1626.3,668.8,126.79,248.09,100.26,596.93,37.6,11,4,326,0,19.39
